Degerlendirme Puani,Ikametgah Bolgesi,Ikametgah Sehri Kademe Puani,Uni Grup,Universite Turu,Burs Yuzdesi Grubu,Universite Kacinci Sinif,Universite Not Ortalamasi,Lise Mezuniyet Notu Grup,Anne Egitim Durumu Grup,Anne Calisma Durumu,Anne Sektor Grup,Baba Egitim Durumu Grup,Baba Sektor Grup,Kardes Sayisi,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Kulup Ismi Grup,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Aktif olarak bir STK üyesi misiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Ingilizce Biliyor musunuz?,Ingilizce Seviyeniz?,Spor Dalindaki Rolunuz Nedir?,STK Üye Grup,Aktif Katilim
34.0,2,1,0.0,1,4,2,2,0,2,1,1,1,1,3.0,1,1,0,0,1,0,0,1.0,0,5,2
51.0,2,1,0.0,1,4,2,2,0,3,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
42.0,2,1,0.0,1,4,2,2,0,2,0,0,1,0,1.0,1,2,0,1,1,1,0,1.0,0,0,4
28.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
28.0,2,1,0.0,1,4,2,2,0,1,0,0,1,1,3.0,0,5,0,0,0,0,0,1.0,0,5,0
28.0,2,1,0.0,1,4,0,0,0,1,0,0,0,2,2.0,0,5,0,1,1,0,0,1.0,0,4,2
50.0,2,1,0.0,1,4,0,0,0,0,0,0,0,0,6.0,1,1,1,0,1,0,0,1.0,1,5,3
16.0,2,1,0.0,1,4,0,0,0,0,0,0,1,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
20.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,6.0,0,5,0,0,1,0,0,1.0,0,5,1
33.0,2,1,0.0,1,4,2,2,0,2,0,0,2,0,3.0,0,5,0,0,0,0,0,1.0,0,5,0
43.0,2,2,0.0,1,4,0,0,0,2,2,0,1,0,3.0,0,5,0,0,1,0,0,1.0,0,5,1
30.0,2,1,0.0,1,4,2,2,0,0,0,0,0,0,2.0,1,2,0,0,0,0,0,1.0,0,5,1
52.0,2,1,0.0,1,4,2,2,0,1,1,1,2,0,1.0,1,1,0,0,1,0,0,1.0,0,5,2
10.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
44.0,0,3,0.0,1,4,2,2,0,1,0,0,0,0,2.0,1,1,0,0,1,0,0,1.0,0,5,2
34.0,2,1,0.0,1,4,0,0,0,1,0,0,1,1,2.0,1,2,0,0,1,1,0,1.0,0,5,3
39.0,2,1,0.0,1,4,2,2,0,2,0,0,2,2,1.0,0,5,0,0,1,0,0,1.0,0,5,1
68.0,2,1,0.0,1,4,2,2,0,2,0,0,1,0,3.0,1,1,0,1,1,1,0,1.0,0,4,4
24.0,2,1,0.0,1,4,0,0,0,1,1,1,1,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
54.0,2,1,0.0,1,4,2,2,0,1,0,0,1,0,2.0,1,4,1,0,1,0,0,1.0,1,5,3
61.0,2,1,0.0,1,4,0,0,0,2,0,0,2,0,1.0,0,1,1,0,0,0,0,1.0,1,5,1
30.0,2,1,0.0,1,4,0,0,0,1,1,1,1,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
30.0,2,1,0.0,1,4,0,0,0,1,0,0,1,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
28.0,2,1,0.0,1,4,0,0,0,1,2,0,2,0,2.0,0,5,1,0,0,0,0,1.0,1,5,1
62.0,2,1,0.0,1,4,2,2,0,2,0,0,2,2,2.0,1,1,0,1,1,0,0,1.0,0,0,3
46.0,2,1,0.0,1,4,2,2,0,4,1,2,3,2,1.0,1,1,0,0,1,0,0,1.0,0,5,2
22.0,2,1,0.0,1,4,2,2,0,1,2,0,1,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
44.0,2,1,0.0,1,4,2,2,0,2,2,0,1,0,0.0,0,5,0,0,1,0,0,1.0,0,5,1
14.0,2,2,0.0,1,4,2,2,0,3,0,0,2,0,1.0,0,5,0,0,0,1,0,1.0,0,5,1
27.0,2,1,0.0,1,4,2,2,0,1,0,0,2,0,4.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,2,1,0.0,1,4,2,2,0,1,2,0,0,0,3.0,1,3,0,0,0,1,0,1.0,0,5,2
24.0,2,1,0.0,1,4,0,0,0,1,0,0,2,1,2.0,0,1,0,0,1,1,0,1.0,0,5,2
36.0,2,1,0.0,1,4,2,2,0,0,1,1,0,0,1.0,1,2,0,0,1,0,0,1.0,1,5,2
51.0,2,2,0.0,1,4,2,2,0,2,0,0,2,0,2.0,1,1,0,0,1,1,0,1.0,0,5,3
34.0,2,1,0.0,1,4,2,2,0,3,2,0,2,0,2.0,1,1,0,0,0,0,0,1.0,0,5,1
44.0,2,1,0.0,1,4,0,0,0,2,2,0,2,0,1.0,1,1,0,0,1,0,0,1.0,0,5,2
54.0,2,1,0.0,1,4,2,2,0,1,0,0,2,0,2.0,1,1,0,0,1,0,0,1.0,0,5,2
42.0,2,1,0.0,1,4,2,2,0,1,2,0,1,2,0.0,1,1,0,0,0,0,0,1.0,1,5,1
59.0,2,1,0.0,1,4,0,0,0,2,1,1,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
45.0,2,1,0.0,1,4,2,2,0,2,0,0,1,0,2.0,0,5,1,0,0,0,0,1.0,1,5,1
36.0,2,1,0.0,1,4,0,0,0,1,0,0,1,1,3.0,1,1,0,0,0,1,0,1.0,0,5,2
26.0,2,1,0.0,1,4,0,0,0,1,1,1,0,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
43.0,2,1,0.0,1,4,0,0,0,2,0,0,0,0,1.0,1,1,1,0,0,0,0,1.0,1,5,2
67.0,2,1,0.0,1,4,2,2,0,3,1,1,2,0,1.0,1,1,1,0,1,0,0,1.0,1,5,3
56.0,1,3,0.0,1,4,0,0,0,1,0,0,1,0,3.0,1,1,0,1,1,0,0,1.0,0,4,3
62.0,2,1,0.0,1,4,2,2,0,2,2,0,1,0,2.0,1,1,0,1,1,0,0,1.0,0,4,3
47.0,2,1,0.0,1,4,0,0,0,3,1,2,2,1,1.0,1,1,0,0,1,0,0,1.0,0,5,2
78.0,2,1,0.0,1,4,2,2,0,3,1,2,3,2,2.0,1,1,1,0,1,1,0,1.0,2,5,4
47.0,2,1,0.0,1,4,2,2,0,2,2,0,2,0,1.0,1,1,0,0,0,0,0,1.0,0,5,1
28.0,2,2,0.0,1,4,0,0,0,1,0,0,1,2,3.0,0,1,0,0,0,0,0,1.0,0,5,0
54.0,2,1,0.0,1,4,2,2,0,1,0,0,1,0,1.0,1,1,0,0,1,0,0,1.0,0,5,2
34.0,2,1,0.0,1,4,2,2,0,3,1,1,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
22.0,2,1,0.0,1,4,2,2,0,2,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
22.0,0,1,0.0,1,4,2,2,0,1,1,1,0,1,2.0,0,5,0,0,0,0,0,1.0,0,5,0
19.0,2,1,0.0,1,4,2,2,0,1,0,0,2,0,2.0,0,5,0,0,0,1,0,1.0,0,5,1
32.0,2,1,0.0,1,4,2,2,0,1,0,0,1,0,3.0,1,1,0,0,0,0,0,1.0,0,5,1
42.0,2,1,0.0,1,4,2,2,0,1,0,0,1,1,2.0,1,1,1,0,1,1,0,1.0,1,5,4
50.0,2,1,0.0,1,4,2,2,0,3,2,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
24.0,1,3,0.0,1,4,0,0,0,3,1,2,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
46.0,2,1,0.0,1,4,2,2,0,1,0,0,1,1,1.0,1,2,0,0,0,0,0,1.0,0,5,1
41.0,2,1,0.0,1,4,2,2,0,0,0,0,1,0,4.0,1,1,0,0,1,0,0,1.0,0,5,2
34.0,2,1,0.0,1,4,0,0,0,1,0,0,0,1,4.0,0,5,0,0,0,1,0,1.0,0,5,1
24.0,2,1,0.0,1,4,2,2,0,2,1,1,0,0,0.0,1,1,0,0,0,1,0,1.0,0,5,2
33.0,2,1,0.0,1,4,2,2,0,2,0,0,2,2,1.0,0,5,1,0,0,0,0,1.0,1,5,1
12.0,2,1,0.0,1,4,0,0,0,3,0,0,2,2,2.0,0,5,0,0,0,0,0,1.0,0,5,0
34.0,2,1,0.0,1,4,2,2,0,3,1,2,2,2,0.0,1,1,0,0,1,0,0,1.0,0,5,2
34.0,2,1,0.0,1,4,0,0,0,2,0,0,2,2,1.0,1,1,0,0,1,1,0,1.0,0,5,3
40.0,2,2,0.0,1,4,2,2,0,2,0,0,2,0,2.0,1,1,0,0,0,0,0,1.0,0,5,1
30.0,0,2,0.0,1,4,2,2,0,3,1,2,2,2,1.0,0,5,0,0,0,0,0,1.0,0,5,0
18.0,2,1,0.0,1,4,0,0,0,3,1,1,2,1,1.0,0,5,0,0,0,0,0,1.0,0,5,0
41.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
44.0,1,1,0.0,1,4,0,0,0,1,0,0,2,1,1.0,1,1,0,1,0,0,0,1.0,0,4,2
43.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
18.0,2,1,0.0,1,4,0,0,0,2,0,0,2,0,1.0,0,1,0,0,1,1,0,1.0,1,5,2
52.0,1,1,0.0,1,4,0,0,0,1,0,0,1,0,2.0,1,2,1,0,1,1,0,1.0,2,5,4
13.0,2,1,0.0,1,4,0,0,0,0,0,0,0,1,6.0,0,5,0,0,0,1,0,1.0,0,5,1
20.0,0,6,0.0,1,4,0,0,0,0,0,0,0,0,4.0,0,5,0,0,0,0,0,1.0,0,5,0
26.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,1.0,0,1,1,0,0,0,0,1.0,1,5,1
32.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
54.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,1.0,1,3,1,0,1,1,0,1.0,1,5,4
40.0,2,1,0.0,1,4,0,0,0,4,1,2,3,2,1.0,1,3,0,0,0,0,0,1.0,0,5,1
34.0,2,1,0.0,1,4,2,2,0,1,0,0,1,2,2.0,0,5,0,0,0,0,0,1.0,0,5,0
50.0,2,1,0.0,1,4,2,2,0,3,1,2,2,2,4.0,1,2,0,0,1,0,0,1.0,0,5,2
38.0,2,1,0.0,1,4,0,0,0,3,1,2,2,2,2.0,1,2,0,0,1,1,0,1.0,0,5,3
40.0,2,1,0.0,1,4,2,2,0,3,2,0,1,0,2.0,1,2,0,0,0,0,0,1.0,0,5,1
48.0,2,2,0.0,1,4,0,0,0,3,1,2,2,2,1.0,1,2,0,0,1,0,0,1.0,0,5,2
21.0,2,1,0.0,1,4,2,2,0,1,0,0,2,0,4.0,0,5,0,0,0,1,0,1.0,0,5,1
28.0,1,1,0.0,1,4,0,0,0,1,0,0,0,0,1.0,1,3,0,0,0,1,0,1.0,0,5,2
40.0,2,1,0.0,1,4,2,2,0,2,0,0,2,2,3.0,1,2,0,0,1,1,0,1.0,0,5,3
18.0,2,1,0.0,1,4,1,1,0,3,1,2,2,1,1.0,1,1,0,0,0,1,0,1.0,0,5,2
44.0,2,1,0.0,1,4,0,0,0,3,1,1,2,0,2.0,1,3,0,1,1,1,0,1.0,0,4,4
26.0,2,1,0.0,1,4,0,0,0,1,0,0,2,1,1.0,0,5,0,0,0,0,0,1.0,0,5,0
52.0,2,2,0.0,1,4,2,2,0,2,1,2,2,2,1.0,1,2,1,0,1,0,0,1.0,1,5,3
38.0,2,1,0.0,1,4,2,2,0,3,1,2,2,2,2.0,1,1,0,0,1,0,0,1.0,1,5,2
28.0,2,1,0.0,1,4,0,0,0,2,2,0,2,2,1.0,1,1,0,0,1,1,0,1.0,0,5,3
26.0,0,1,0.0,1,4,2,2,0,1,0,0,0,0,3.0,1,2,0,0,0,1,0,1.0,0,5,2
13.0,1,3,0.0,1,4,0,0,0,3,1,2,1,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,1,1,0.0,1,4,0,0,0,1,0,0,0,0,5.0,0,5,0,0,1,0,0,1.0,0,5,1
20.0,2,1,0.0,1,4,0,0,0,0,0,0,1,1,3.0,0,5,0,0,0,0,0,1.0,0,5,0
12.0,2,1,0.0,1,4,0,0,0,0,0,0,0,0,6.0,0,5,0,0,0,0,0,1.0,0,5,0
40.0,2,2,0.0,1,4,2,2,0,2,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
28.0,2,1,0.0,1,4,0,0,0,2,0,0,1,2,1.0,0,5,0,0,0,0,0,1.0,0,5,0
71.0,2,1,0.0,1,4,2,2,0,3,2,0,2,0,2.0,1,1,1,1,1,1,0,1.0,2,4,5
14.0,2,1,0.0,1,4,2,2,0,1,0,0,1,0,1.0,0,1,0,0,0,0,0,1.0,0,5,0
41.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,3.0,1,2,0,0,1,0,0,1.0,0,5,2
30.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
48.0,2,1,0.0,1,4,2,2,0,1,0,0,1,2,2.0,1,1,0,1,1,1,0,1.0,0,4,4
38.0,2,1,0.0,1,4,2,2,0,2,2,0,1,0,0.0,1,1,0,1,0,0,0,1.0,0,4,2
50.0,2,1,0.0,1,4,2,2,0,2,0,0,1,0,2.0,1,1,0,1,1,1,0,1.0,0,4,4
20.0,2,1,0.0,1,4,0,0,0,1,0,0,2,1,3.0,0,5,1,0,0,0,0,1.0,1,5,1
48.0,2,1,0.0,1,4,2,2,0,2,0,0,2,0,3.0,1,3,1,0,0,0,0,1.0,1,5,2
70.0,2,1,0.0,1,4,2,2,0,1,0,0,1,0,2.0,1,2,1,1,1,1,0,1.0,2,0,5
34.0,2,1,0.0,1,4,2,2,0,3,2,0,2,2,1.0,1,1,0,0,1,0,0,1.0,0,5,2
33.0,2,1,0.0,1,4,0,0,0,0,0,0,0,0,9.0,1,2,0,0,0,0,0,1.0,0,5,1
24.0,2,1,0.0,1,4,0,0,0,2,0,0,1,2,1.0,0,5,0,0,0,0,0,1.0,0,5,0
43.0,2,1,0.0,1,4,2,2,0,3,1,1,2,1,1.0,1,1,0,0,1,1,0,1.0,0,5,3
53.0,1,1,0.0,1,4,0,0,0,1,0,0,1,0,2.0,1,1,0,1,1,1,0,1.0,0,0,4
27.0,2,1,0.0,1,4,0,0,0,2,0,0,1,0,2.0,0,5,1,0,0,1,0,1.0,1,5,2
42.0,2,1,0.0,1,4,2,2,0,1,0,0,1,0,2.0,1,3,0,0,0,0,0,1.0,0,5,1
52.0,2,1,0.0,1,4,2,2,0,2,2,0,1,0,0.0,0,5,1,0,1,0,0,1.0,1,5,2
33.0,2,1,0.0,1,4,0,0,0,2,1,1,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
18.0,2,1,0.0,1,4,0,0,0,2,0,0,1,1,4.0,1,1,0,0,0,1,0,1.0,0,5,2
24.0,2,1,0.0,1,4,2,2,0,2,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,0,5,1
41.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,3.0,1,1,0,0,0,1,0,1.0,0,5,2
20.0,2,1,0.0,1,4,0,0,0,1,0,0,1,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
44.0,0,2,0.0,1,4,0,0,0,3,1,2,2,1,3.0,1,2,0,0,1,0,0,1.0,0,5,2
22.0,2,1,0.0,1,4,0,0,0,2,0,0,1,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
40.0,2,1,0.0,1,4,2,2,0,2,1,1,1,1,4.0,0,5,0,0,1,0,0,1.0,0,5,1
60.0,2,2,0.0,1,4,2,2,0,2,0,0,2,0,3.0,1,3,0,1,1,0,0,1.0,0,4,3
26.0,2,1,0.0,1,4,0,0,0,2,0,0,1,1,2.0,0,5,0,0,0,0,0,1.0,0,5,0
26.0,1,1,0.0,1,4,2,2,0,2,0,1,2,1,2.0,0,5,0,0,0,0,0,1.0,0,5,0
26.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
18.0,1,3,0.0,1,4,0,0,0,2,0,0,2,0,1.0,0,5,0,0,0,1,0,1.0,0,5,1
38.0,2,1,0.0,1,4,2,2,0,2,2,0,2,0,0.0,0,5,0,0,1,1,0,1.0,0,5,2
42.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,2.0,0,5,0,1,1,0,0,1.0,0,4,2
24.0,0,4,0.0,1,4,0,0,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
8.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
36.0,2,1,0.0,1,4,0,0,0,0,0,2,1,2,3.0,1,3,0,0,1,1,0,1.0,0,5,3
34.0,2,1,0.0,1,4,0,0,0,2,1,1,1,0,2.0,1,1,0,0,0,0,0,1.0,0,5,1
47.0,2,1,0.0,1,4,2,2,0,3,1,2,2,2,1.0,1,1,0,0,1,1,0,1.0,0,5,3
26.0,2,2,0.0,1,4,2,2,0,1,0,0,0,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
40.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
52.0,0,1,0.0,1,4,0,0,0,2,0,0,2,2,1.0,1,2,1,0,0,0,0,1.0,2,5,2
38.0,2,1,0.0,1,4,2,2,0,2,0,0,1,0,1.0,1,3,0,0,0,0,0,1.0,0,5,1
36.0,2,1,0.0,1,4,2,2,0,3,1,2,1,1,1.0,1,1,0,0,0,1,0,1.0,0,5,2
42.0,2,1,0.0,1,4,0,0,0,1,0,0,2,2,2.0,1,2,0,0,1,0,0,1.0,0,5,2
30.0,2,1,0.0,1,4,0,0,0,2,0,0,2,2,3.0,0,5,1,0,0,1,0,1.0,1,5,2
20.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,6.0,0,5,0,0,0,0,0,1.0,0,5,0
22.0,2,1,0.0,1,4,2,2,0,1,0,0,2,2,1.0,1,3,0,0,0,0,0,1.0,0,5,1
12.0,2,1,0.0,1,4,0,0,0,1,0,0,0,1,5.0,0,5,0,0,0,1,0,1.0,0,5,1
8.0,0,3,0.0,1,4,0,0,0,1,0,0,1,1,7.0,0,5,0,0,0,0,0,1.0,0,5,0
50.0,2,1,0.0,1,4,2,2,0,3,1,2,2,2,1.0,1,1,0,1,1,1,0,1.0,0,4,4
20.0,2,1,0.0,1,4,0,0,0,1,0,0,1,0,2.0,1,1,0,0,0,1,0,1.0,0,5,2
31.0,2,1,0.0,1,4,2,2,0,2,0,0,0,0,1.0,1,1,0,0,0,0,0,1.0,1,5,1
22.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,3.0,0,5,0,0,0,0,0,1.0,0,5,0
72.0,2,1,0.0,1,4,2,2,0,3,1,1,2,2,1.0,1,2,1,0,1,0,0,1.0,2,5,3
26.0,2,2,0.0,1,4,0,0,0,0,0,0,0,0,6.0,0,5,0,0,1,1,0,1.0,0,5,2
38.0,2,1,0.0,1,4,0,0,0,2,0,0,2,1,1.0,1,4,1,0,1,0,0,1.0,1,5,3
39.0,2,1,0.0,1,4,2,2,0,2,0,0,1,1,1.0,1,2,0,0,1,1,0,1.0,0,5,3
24.0,0,3,0.0,1,4,2,2,0,1,0,0,1,1,1.0,0,1,0,0,1,0,0,1.0,1,5,1
44.0,2,1,0.0,1,4,2,2,0,1,0,0,1,1,6.0,1,1,0,0,1,1,0,1.0,0,5,3
40.0,2,1,0.0,1,4,0,0,0,1,0,0,1,0,0.0,1,4,0,0,1,0,0,1.0,0,5,2
40.0,2,1,0.0,1,4,0,0,0,1,0,0,1,0,0.0,1,4,0,0,1,0,0,1.0,0,5,2
36.0,2,1,0.0,1,4,2,2,0,1,0,0,1,0,3.0,1,1,0,0,1,0,0,1.0,0,5,2
12.0,2,1,0.0,1,4,2,2,0,1,0,0,1,1,1.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,2,1,0.0,1,4,2,2,0,2,2,0,1,1,3.0,1,1,0,0,1,0,0,1.0,0,5,2
43.0,2,5,0.0,1,4,0,0,0,1,0,0,0,0,1.0,1,3,0,0,1,1,0,1.0,0,5,3
38.0,2,1,0.0,1,4,0,0,0,3,2,0,3,2,2.0,1,1,0,0,1,0,0,1.0,0,5,2
38.0,2,1,0.0,1,4,0,0,0,2,0,0,1,1,2.0,1,1,0,0,0,1,0,1.0,0,5,2
43.0,2,1,0.0,1,4,0,0,0,2,0,0,2,2,1.0,1,1,0,0,1,1,0,1.0,0,5,3
22.0,2,1,0.0,1,4,2,2,0,1,0,0,2,0,2.0,1,3,0,0,0,0,0,1.0,0,5,1
22.0,2,1,0.0,1,4,2,2,0,3,0,0,2,1,0.0,1,1,0,0,0,0,0,1.0,0,5,1
38.0,1,4,0.0,1,4,0,0,0,3,1,2,1,0,1.0,0,5,0,0,1,1,0,1.0,0,5,2
30.0,2,1,0.0,1,4,2,2,0,2,0,0,2,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
22.0,2,1,0.0,1,4,0,0,0,2,0,0,1,0,4.0,0,5,0,0,0,0,0,1.0,0,5,0
12.0,2,1,0.0,1,4,2,2,0,2,2,0,3,0,2.0,0,5,0,0,0,0,0,1.0,0,5,0
30.0,2,1,0.0,1,4,2,2,0,2,0,0,2,0,3.0,0,5,0,0,0,0,0,1.0,0,5,0
48.0,2,1,0.0,1,4,0,0,0,2,0,0,1,1,2.0,1,1,0,1,0,0,0,1.0,0,4,2
50.0,2,1,0.0,1,4,0,0,0,1,0,0,1,0,1.0,1,2,0,0,1,0,0,1.0,0,5,2
62.0,2,1,0.0,1,4,0,0,0,2,1,1,1,1,1.0,1,1,1,0,1,0,0,1.0,1,5,3
38.0,2,1,0.0,1,4,2,2,0,1,0,0,1,0,3.0,1,3,0,0,1,1,0,1.0,0,5,3
34.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,3.0,0,5,1,0,0,0,0,1.0,1,5,1
27.0,2,1,0.0,1,4,0,0,0,2,0,0,2,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
18.0,2,1,0.0,1,4,2,2,0,3,1,1,2,1,3.0,0,5,0,0,0,0,0,1.0,0,5,0
56.0,2,1,0.0,1,4,0,0,0,1,0,0,2,0,2.0,1,2,0,1,1,1,0,1.0,0,0,4
18.0,2,1,0.0,1,4,0,0,0,3,2,0,1,2,1.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,2,1,0.0,1,4,2,2,0,1,1,1,1,0,1.0,1,1,0,0,0,1,0,1.0,1,5,2
47.0,2,1,0.0,1,4,0,0,0,2,1,2,2,0,0.0,1,2,1,0,1,1,0,1.0,1,5,4
34.0,2,1,0.0,1,4,2,2,0,1,0,0,0,1,3.0,1,4,0,0,1,1,0,1.0,1,5,3
22.0,2,1,0.0,1,4,2,2,0,3,1,2,2,2,1.0,1,1,0,0,0,1,0,1.0,0,5,2
40.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
20.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
52.0,2,1,0.0,1,4,2,2,0,3,0,0,2,1,1.0,1,1,0,1,1,0,0,1.0,0,4,3
24.0,2,2,0.0,1,4,0,0,0,1,0,0,0,1,5.0,1,3,0,0,0,0,0,1.0,0,5,1
18.0,2,1,0.0,1,4,0,0,0,1,2,0,0,0,2.0,1,2,0,0,0,1,0,1.0,0,5,2
22.0,2,1,0.0,1,4,2,2,0,1,2,0,1,0,1.0,0,5,0,0,0,0,0,1.0,0,5,0
18.0,2,1,0.0,1,4,0,0,0,2,1,2,1,1,1.0,0,5,0,0,1,1,0,1.0,0,5,2
16.0,2,1,0.0,1,4,0,0,0,2,0,0,2,1,1.0,0,5,0,0,0,1,0,1.0,0,5,1
34.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,2.0,1,1,0,0,1,1,0,1.0,0,5,3
43.0,2,1,0.0,1,4,2,2,0,1,2,0,1,0,1.0,1,3,0,1,0,1,0,1.0,0,4,3
24.0,2,1,0.0,1,4,0,0,0,1,0,0,1,2,2.0,1,1,0,0,0,0,0,1.0,0,5,1
32.0,2,1,0.0,1,4,2,2,0,1,0,0,0,1,1.0,1,3,0,0,0,0,0,1.0,0,5,1
77.0,2,1,0.0,1,4,2,2,0,2,1,1,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
72.0,2,1,0.0,1,4,2,2,0,3,1,2,2,2,1.0,1,1,1,1,1,0,0,1.0,1,4,4
36.0,2,1,0.0,1,4,2,2,0,1,2,0,0,0,0.0,1,1,0,0,1,0,0,1.0,0,5,2
24.0,0,3,0.0,1,4,0,0,0,1,0,0,1,0,1.0,0,5,1,0,0,1,0,1.0,1,5,2
40.0,2,1,0.0,1,4,2,2,0,1,0,0,1,2,1.0,1,1,0,0,1,0,0,1.0,0,5,2
41.0,2,1,0.0,1,4,2,2,0,3,1,2,2,2,1.0,1,1,0,0,0,1,0,1.0,0,5,2
48.0,2,1,0.0,1,4,2,2,0,2,2,0,1,0,1.0,1,1,0,0,1,0,0,1.0,0,5,2
33.0,2,1,0.0,1,4,2,2,0,3,2,0,2,1,1.0,0,5,0,0,0,0,0,1.0,0,5,0
50.0,2,1,0.0,1,4,2,2,0,3,2,0,2,0,1.0,1,1,0,0,1,0,0,1.0,0,5,2
41.0,2,1,0.0,1,4,2,2,0,1,0,0,0,0,2.0,1,1,0,0,0,0,0,1.0,0,5,1
39.0,2,1,0.0,1,4,0,0,0,2,0,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
44.0,2,1,0.0,1,4,2,2,0,3,1,2,2,2,1.0,1,3,0,0,1,0,0,1.0,0,5,2
30.0,2,1,0.0,1,4,0,0,0,3,2,0,0,0,0.0,0,5,0,0,0,0,0,1.0,0,5,0
8.0,2,1,0.0,1,4,0,0,0,1,0,0,1,1,0.0,0,5,0,0,0,1,0,1.0,0,5,1
22.0,2,1,0.0,1,4,0,0,0,3,0,0,2,1,0.0,0,5,0,0,0,0,0,1.0,0,5,0
44.0,2,1,0.0,1,4,0,0,0,1,0,0,0,0,5.0,0,5,0,1,1,0,0,1.0,0,0,2
58.0,2,1,0.0,1,4,2,2,0,2,2,0,2,0,1.0,1,1,0,1,1,1,0,1.0,0,4,4
18.0,2,1,0.0,1,4,0,0,0,1,0,0,1,0,5.0,0,5,0,0,0,0,0,1.0,0,5,0
50.0,2,4,0.0,1,4,0,0,0,1,0,0,2,2,3.0,1,2,0,0,0,0,0,1.0,0,5,1
32.0,2,1,0.0,1,4,0,0,0,1,0,0,1,0,4.0,0,5,0,0,0,0,0,1.0,0,5,0
29.0,2,1,0.0,1,4,2,2,0,2,0,0,0,0,4.0,0,5,0,0,0,0,0,1.0,0,5,0
32.0,0,1,0.0,1,4,0,0,0,1,0,0,0,0,3.0,0,5,0,0,0,0,0,1.0,0,5,0
34.0,2,1,0.0,1,4,0,0,0,1,0,0,1,0,1.0,1,1,0,0,0,0,0,1.0,0,5,1
